age,body_type,diet,diet_intensity,drinks,drugs,education_type,education_progress,ethnicity,height,income,job,offspring,has_kids,orientation,religion,religion_intensity,sex,sign,sign_intensity,smokes,speaks,status,has_dogs,has_cats,likes_dogs,likes_cats
31,average,NA,NA,socially,never,NA,NA,white,65,NA,other,has a kid,TRUE,straight,NA,NA,female,scorpio,it's fun to think about,yes,english,single,NA,NA,NA,NA
22,fit,NA,NA,socially,NA,college/university,working on,white,67,20000,executive / management,NA,NA,gay,christianity,not too serious,female,sagittarius,it doesn't matter,sometimes,english,seeing someone,TRUE,TRUE,TRUE,TRUE
30,thin,anything,mostly,socially,never,masters program,graduated from,asian,68,NA,NA,"doesn't have kids, but wants them",FALSE,straight,NA,NA,female,NA,NA,sometimes,"english (fluently), russian (fluently), turkish (okay)",single,FALSE,FALSE,TRUE,TRUE
36,a little extra,anything,mostly,not at all,never,college/university,graduated from,white,69,20000,education / academia,"doesn't have kids, but wants them",FALSE,straight,NA,NA,male,cancer,it's fun to think about,no,english,single,NA,NA,NA,NA
28,jacked,NA,NA,socially,never,college/university,graduated from,white,73,NA,NA,NA,NA,straight,NA,NA,male,sagittarius,NA,no,english,single,NA,NA,NA,NA
24,average,anything,mostly,socially,never,college/university,graduated from,NA,67,NA,NA,NA,NA,straight,agnosticism,laughing,male,aries,it doesn't matter,no,"english (fluently), chinese (okay)",single,TRUE,FALSE,TRUE,TRUE
42,a little extra,anything,strictly,socially,never,masters program,working on,hispanic / latin,70,NA,education / academia,"doesn't have kids, but wants them",FALSE,straight,agnosticism,not too serious,male,scorpio,it doesn't matter,no,"english (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
45,average,NA,NA,socially,never,NA,NA,white,64,NA,NA,NA,NA,straight,buddhism,somewhat serious,female,capricorn,it matters a lot,no,"english (fluently), japanese (poorly)",single,TRUE,TRUE,TRUE,TRUE
28,average,NA,NA,rarely,never,college/university,working on,white,70,NA,military,NA,NA,straight,NA,NA,male,NA,NA,sometimes,english,single,NA,NA,NA,NA
39,NA,NA,NA,often,sometimes,college/university,graduated from,white,66,100000,science / tech / engineering,doesn't want kids,FALSE,bisexual,atheism,very serious,male,capricorn,it doesn't matter,no,english (fluently),available,FALSE,FALSE,FALSE,TRUE
24,curvy,other,strictly,often,NA,high school,NA,hispanic / latin,66,20000,other,"doesn't have kids, but might want them",FALSE,straight,NA,NA,male,NA,NA,NA,english,single,FALSE,TRUE,NA,TRUE
33,curvy,NA,NA,NA,NA,college/university,graduated from,white,64,NA,other,NA,NA,bisexual,buddhism,laughing,female,scorpio,it's fun to think about,no,"english, spanish (poorly)",single,NA,NA,NA,NA
50,NA,NA,NA,socially,NA,college/university,graduated from,white,69,NA,executive / management,NA,NA,bisexual,judaism,NA,female,taurus,NA,no,english (fluently),single,FALSE,TRUE,NA,TRUE
23,average,anything,NA,socially,never,college/university,graduated from,NA,72,NA,construction / craftsmanship,doesn't have kids,FALSE,straight,catholicism,NA,male,cancer,it's fun to think about,NA,"english, spanish (okay)",single,FALSE,FALSE,TRUE,NA
47,fit,anything,mostly,socially,NA,college/university,graduated from,white,68,NA,artistic / musical / writer,NA,NA,straight,judaism,not too serious,male,capricorn,it's fun to think about,when drinking,english,single,TRUE,FALSE,TRUE,NA
22,NA,vegetarian,NA,socially,NA,college/university,working on,white,65,NA,student,NA,NA,gay,NA,NA,female,NA,NA,no,"english, french (okay)",single,FALSE,TRUE,TRUE,TRUE
35,curvy,NA,NA,socially,never,masters program,graduated from,white,69,NA,NA,doesn't have kids,FALSE,straight,NA,NA,female,leo,NA,when drinking,english,single,NA,NA,NA,NA
33,average,anything,mostly,socially,never,college/university,graduated from,asian,66,NA,science / tech / engineering,NA,NA,straight,NA,NA,male,gemini,NA,no,"english (fluently), chinese (fluently)",single,NA,NA,NA,NA
50,NA,NA,NA,socially,never,two-year college,graduated from,white,65,30000,computer / hardware / software,NA,NA,gay,atheism,not too serious,female,gemini,it's fun to think about,no,english,single,FALSE,TRUE,NA,TRUE
28,athletic,NA,NA,socially,never,law school,graduated from,white,74,NA,law / legal services,NA,NA,straight,other,not too serious,male,NA,NA,no,english (fluently),single,FALSE,FALSE,TRUE,NA
32,fit,NA,NA,NA,NA,college/university,graduated from,NA,64,NA,artistic / musical / writer,NA,NA,straight,other,laughing,female,scorpio,it doesn't matter,NA,"english, spanish (okay)",single,FALSE,TRUE,TRUE,TRUE
26,curvy,NA,NA,socially,NA,college/university,graduated from,other,65,NA,NA,NA,NA,straight,other,NA,female,virgo,it's fun to think about,sometimes,english,single,FALSE,FALSE,TRUE,NA
27,average,NA,NA,socially,never,space camp,graduated from,white,73,80000,political / government,NA,NA,straight,agnosticism,not too serious,male,cancer,it's fun to think about,no,"english (fluently), c++ (okay), ancient greek (fluently)",single,FALSE,FALSE,TRUE,NA
31,a little extra,NA,NA,socially,never,college/university,NA,pacific islander,68,NA,computer / hardware / software,NA,NA,straight,NA,NA,male,NA,NA,when drinking,"english, tagalog (fluently)",single,NA,NA,NA,NA
42,fit,anything,strictly,socially,NA,masters program,graduated from,white,73,NA,sales / marketing / biz dev,NA,NA,straight,buddhism,laughing,male,gemini,it doesn't matter,NA,"english, german (okay)",single,FALSE,FALSE,TRUE,NA
34,average,NA,NA,rarely,never,college/university,graduated from,asian,63,NA,other,NA,NA,straight,NA,NA,male,sagittarius,it's fun to think about,no,"english, chinese (okay), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
31,NA,NA,NA,socially,sometimes,NA,NA,middle eastern,67,NA,NA,NA,NA,straight,buddhism,laughing,male,gemini,it's fun to think about,no,"english, farsi (fluently), japanese (okay)",single,NA,NA,NA,NA
23,curvy,anything,mostly,socially,NA,college/university,working on,other,62,NA,hospitality / travel,NA,NA,straight,NA,NA,female,aquarius,NA,no,english,single,TRUE,FALSE,TRUE,NA
21,athletic,anything,mostly,socially,never,college/university,working on,white,65,NA,sales / marketing / biz dev,NA,NA,straight,NA,NA,male,gemini,it's fun to think about,no,english,single,TRUE,TRUE,TRUE,TRUE
60,NA,NA,NA,not at all,sometimes,NA,NA,NA,72,NA,education / academia,NA,NA,straight,buddhism,laughing,male,NA,NA,no,"english, french (poorly), russian (poorly)",available,NA,NA,NA,NA
26,average,vegetarian,mostly,rarely,never,ph.d program,working on,white,70,NA,education / academia,doesn't have kids,FALSE,straight,christianity,NA,male,NA,NA,no,"english (fluently), c++ (okay), lisp (fluently)",single,FALSE,FALSE,TRUE,TRUE
18,average,NA,NA,rarely,never,high school,graduated from,NA,61,20000,student,"doesn't have kids, but might want them",FALSE,gay,atheism,NA,female,leo,it doesn't matter,yes,english (fluently),single,FALSE,FALSE,TRUE,TRUE
26,average,other,mostly,socially,never,college/university,graduated from,"hispanic / latin, other",71,30000,other,NA,NA,straight,atheism,very serious,male,scorpio,it doesn't matter,when drinking,"english (fluently), spanish (fluently), german (okay), italian (poorly), russian (poorly)",single,NA,NA,NA,NA
38,fit,NA,NA,socially,never,college/university,graduated from,hispanic / latin,69,NA,entertainment / media,NA,NA,gay,christianity,not too serious,male,scorpio,NA,no,"english (fluently), german (okay), spanish (okay), portuguese (poorly)",single,FALSE,FALSE,TRUE,NA
24,NA,anything,NA,rarely,NA,space camp,graduated from,"white, other",75,20000,student,NA,NA,straight,other,laughing,male,gemini,NA,sometimes,"english, latin (poorly), spanish (poorly)",single,FALSE,TRUE,TRUE,TRUE
18,athletic,anything,mostly,socially,sometimes,college/university,working on,white,69,20000,student,NA,NA,straight,judaism,laughing,male,cancer,it doesn't matter,NA,"english (fluently), spanish (okay)",single,NA,NA,NA,NA
50,a little extra,vegetarian,mostly,socially,never,masters program,graduated from,white,65,NA,medicine / health,"has kids, but doesn't want more",TRUE,straight,atheism,NA,female,gemini,NA,no,english,single,TRUE,FALSE,TRUE,TRUE
26,thin,NA,NA,socially,NA,college/university,graduated from,NA,68,NA,other,NA,NA,straight,NA,NA,female,scorpio,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,TRUE
20,average,anything,NA,socially,never,space camp,graduated from,asian,66,NA,banking / financial / real estate,NA,NA,straight,atheism,laughing,male,sagittarius,it's fun to think about,no,"english (fluently), spanish (okay), c++ (fluently), other (okay)",single,FALSE,FALSE,TRUE,TRUE
61,average,anything,mostly,socially,never,ph.d program,graduated from,white,66,50000,education / academia,"has a kid, but doesn't want more",TRUE,straight,atheism,not too serious,female,leo,it's fun to think about,no,"english (fluently), russian (fluently)",single,NA,NA,NA,NA
33,athletic,NA,NA,socially,never,college/university,graduated from,white,71,NA,NA,NA,NA,straight,other,NA,male,scorpio,NA,no,english,single,NA,NA,NA,NA
27,NA,NA,NA,socially,sometimes,med school,working on,NA,64,NA,student,NA,NA,gay,judaism,somewhat serious,female,gemini,it's fun to think about,no,english,seeing someone,NA,NA,NA,NA
31,a little extra,anything,mostly,socially,NA,college/university,graduated from,asian,70,NA,computer / hardware / software,NA,NA,straight,buddhism,not too serious,male,capricorn,it doesn't matter,trying to quit,"english (fluently), chinese (okay), c++ (okay), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
37,overweight,NA,NA,socially,sometimes,dropped out of college/university,NA,white,75,NA,science / tech / engineering,has kids,TRUE,straight,atheism,very serious,male,cancer,it doesn't matter,no,english,available,FALSE,FALSE,TRUE,FALSE
28,NA,NA,NA,socially,NA,college/university,graduated from,black,72,60000,entertainment / media,NA,NA,bisexual,other,laughing,male,pisces,it doesn't matter,no,"english (fluently), french (okay), japanese (poorly)",single,FALSE,FALSE,NA,TRUE
34,NA,anything,NA,socially,never,college/university,graduated from,white,68,NA,banking / financial / real estate,wants kids,FALSE,straight,christianity,not too serious,female,libra,NA,no,english,single,NA,NA,NA,NA
29,athletic,anything,NA,socially,never,college/university,graduated from,white,74,NA,sales / marketing / biz dev,NA,NA,gay,NA,NA,male,taurus,it doesn't matter,no,"english (fluently), french (okay)",single,FALSE,FALSE,TRUE,FALSE
34,a little extra,NA,NA,socially,NA,NA,NA,white,66,NA,NA,NA,NA,gay,NA,NA,female,leo,NA,no,english,single,FALSE,FALSE,TRUE,TRUE
40,athletic,other,mostly,rarely,never,college/university,graduated from,asian,71,NA,science / tech / engineering,"doesn't have kids, but might want them",FALSE,straight,agnosticism,NA,male,libra,it's fun to think about,no,"english (fluently), chinese (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,NA
40,average,other,mostly,socially,never,college/university,graduated from,middle eastern,69,NA,other,NA,NA,straight,christianity,very serious,male,pisces,it's fun to think about,no,"english, portuguese, italian",single,TRUE,FALSE,TRUE,NA
61,curvy,NA,NA,rarely,never,NA,NA,white,65,NA,other,has a kid,TRUE,straight,other,NA,female,aries,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,TRUE
24,average,anything,mostly,rarely,sometimes,college/university,graduated from,white,67,NA,artistic / musical / writer,"doesn't have kids, but might want them",FALSE,straight,other,NA,male,pisces,it matters a lot,when drinking,"english (fluently), japanese (okay), french (poorly), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
32,NA,NA,NA,socially,never,college/university,working on,white,73,NA,entertainment / media,NA,NA,straight,agnosticism,NA,male,virgo,it's fun to think about,no,"english, german (okay)",available,FALSE,FALSE,TRUE,NA
22,curvy,NA,NA,rarely,NA,two-year college,working on,white,62,NA,other,NA,NA,bisexual,other,laughing,female,sagittarius,it's fun to think about,sometimes,"english (fluently), german (poorly)",seeing someone,TRUE,TRUE,TRUE,TRUE
27,NA,NA,NA,socially,never,college/university,graduated from,white,68,NA,NA,NA,NA,straight,agnosticism,NA,male,NA,NA,NA,"english, german (poorly)",single,NA,NA,NA,NA
25,athletic,NA,NA,rarely,never,college/university,graduated from,white,70,20000,medicine / health,NA,NA,straight,agnosticism,not too serious,male,capricorn,it's fun to think about,no,"english (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
66,full figured,anything,mostly,not at all,never,dropped out of college/university,NA,white,65,20000,artistic / musical / writer,doesn't want kids,FALSE,bisexual,other,NA,female,leo,it's fun to think about,no,english (fluently),single,FALSE,TRUE,TRUE,TRUE
29,average,anything,mostly,socially,sometimes,college/university,graduated from,white,70,NA,sales / marketing / biz dev,doesn't have kids,FALSE,straight,NA,NA,male,virgo,NA,no,english,single,FALSE,FALSE,TRUE,FALSE
38,fit,anything,mostly,rarely,never,college/university,graduated from,asian,61,NA,computer / hardware / software,doesn't have kids,FALSE,straight,other,not too serious,female,gemini,it's fun to think about,no,"english (fluently), chinese (okay), c++ (poorly)",single,FALSE,TRUE,TRUE,TRUE
35,fit,anything,mostly,often,NA,college/university,graduated from,white,69,NA,executive / management,NA,NA,straight,NA,NA,male,aquarius,it doesn't matter,no,english,single,NA,NA,NA,NA
30,athletic,NA,NA,socially,never,NA,NA,white,68,NA,NA,NA,NA,straight,NA,NA,male,NA,NA,yes,"english, french (fluently)",single,TRUE,FALSE,TRUE,NA
26,a little extra,NA,NA,socially,never,college/university,graduated from,asian,67,NA,computer / hardware / software,NA,NA,straight,catholicism,NA,male,libra,NA,sometimes,"english (okay), tagalog (fluently), japanese (poorly)",single,NA,NA,NA,NA
34,fit,vegetarian,mostly,socially,NA,masters program,graduated from,white,67,NA,artistic / musical / writer,NA,NA,straight,NA,NA,female,aries,it's fun to think about,no,"english, spanish (okay)",single,FALSE,TRUE,NA,TRUE
37,fit,other,mostly,socially,NA,college/university,graduated from,asian,62,NA,artistic / musical / writer,NA,NA,straight,NA,NA,female,virgo,it's fun to think about,no,english,single,FALSE,TRUE,NA,TRUE
30,fit,vegetarian,mostly,socially,never,masters program,graduated from,white,65,NA,artistic / musical / writer,NA,NA,straight,buddhism,not too serious,female,aquarius,it doesn't matter,no,"english (fluently), russian (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
24,athletic,anything,mostly,socially,never,ph.d program,working on,white,73,NA,student,"doesn't have kids, but might want them",FALSE,straight,NA,NA,male,NA,NA,no,"english (fluently), german (poorly), swedish (fluently), norwegian (okay), danish (okay)",single,NA,NA,NA,NA
37,NA,NA,NA,rarely,never,college/university,graduated from,white,69,NA,computer / hardware / software,NA,NA,bisexual,agnosticism,NA,male,leo,NA,no,english (fluently),single,FALSE,FALSE,NA,TRUE
35,athletic,NA,NA,socially,NA,masters program,graduated from,NA,64,NA,other,NA,NA,straight,judaism,not too serious,female,pisces,it's fun to think about,no,"english (fluently), spanish (okay)",single,NA,NA,NA,NA
25,skinny,anything,mostly,socially,never,college/university,graduated from,indian,63,NA,executive / management,NA,NA,straight,other,somewhat serious,female,sagittarius,it's fun to think about,no,"english (fluently), hindi (okay)",single,NA,NA,NA,NA
29,average,NA,NA,socially,NA,college/university,graduated from,other,68,100000,science / tech / engineering,NA,NA,straight,NA,NA,male,taurus,it doesn't matter,NA,english,single,NA,NA,NA,NA
56,fit,NA,NA,socially,never,college/university,graduated from,white,66,NA,education / academia,has kids,TRUE,straight,christianity,NA,female,leo,it doesn't matter,no,english,single,FALSE,FALSE,TRUE,TRUE
25,curvy,NA,NA,often,never,masters program,graduated from,white,65,NA,transportation,NA,NA,straight,catholicism,not too serious,female,gemini,it's fun to think about,sometimes,"english, french (okay)",single,NA,NA,NA,NA
31,athletic,anything,mostly,rarely,never,college/university,graduated from,"hispanic / latin, white",66,NA,other,NA,NA,straight,christianity,NA,male,libra,NA,no,english,single,FALSE,FALSE,TRUE,TRUE
31,athletic,NA,NA,socially,never,NA,NA,white,73,70000,other,NA,NA,straight,christianity,NA,male,cancer,NA,NA,english,single,FALSE,FALSE,TRUE,NA
28,fit,anything,mostly,socially,never,masters program,graduated from,white,71,100000,executive / management,NA,NA,straight,judaism,not too serious,male,aquarius,it doesn't matter,no,"english, french (okay)",single,FALSE,FALSE,TRUE,FALSE
28,NA,anything,NA,socially,never,college/university,NA,"hispanic / latin, white",73,NA,NA,"doesn't have kids, but wants them",FALSE,straight,NA,NA,male,NA,NA,NA,english,single,NA,NA,NA,NA
27,curvy,anything,mostly,socially,never,college/university,working on,middle eastern,66,NA,other,"doesn't have kids, and doesn't want any",FALSE,straight,other,not too serious,female,scorpio,it's fun to think about,no,"english (fluently), arabic (fluently), french (poorly)",single,FALSE,FALSE,TRUE,TRUE
60,fit,vegetarian,mostly,socially,never,ph.d program,graduated from,white,70,NA,banking / financial / real estate,has kids,TRUE,straight,atheism,not too serious,male,aries,it doesn't matter,no,"english (fluently), french (poorly), german (poorly), italian (poorly), chinese (poorly)",available,FALSE,FALSE,TRUE,TRUE
32,average,anything,strictly,rarely,NA,masters program,graduated from,asian,68,70000,education / academia,"doesn't have kids, but wants them",FALSE,straight,agnosticism,NA,male,NA,NA,no,english,single,FALSE,FALSE,TRUE,TRUE
24,a little extra,other,mostly,socially,never,college/university,working on,hispanic / latin,71,NA,other,NA,NA,straight,atheism,laughing,male,leo,it doesn't matter,no,english,single,NA,NA,NA,NA
36,fit,NA,NA,socially,NA,NA,NA,"hispanic / latin, white",70,NA,NA,NA,NA,straight,NA,NA,male,scorpio,it's fun to think about,no,english,single,NA,NA,NA,NA
41,fit,anything,mostly,rarely,never,masters program,graduated from,white,63,NA,education / academia,NA,NA,straight,buddhism,laughing,female,libra,it doesn't matter,no,"english (fluently), spanish (fluently), french (poorly)",single,FALSE,FALSE,NA,TRUE
32,fit,anything,NA,socially,never,college/university,working on,asian,63,NA,student,NA,NA,straight,buddhism,NA,female,NA,NA,no,"english, other",single,FALSE,FALSE,TRUE,NA
30,average,NA,NA,NA,never,college/university,graduated from,NA,65,NA,education / academia,has a kid,TRUE,straight,catholicism,somewhat serious,female,gemini,it's fun to think about,NA,english,single,NA,NA,NA,NA
25,fit,vegan,mostly,socially,NA,college/university,graduated from,white,70,NA,other,NA,NA,bisexual,agnosticism,not too serious,male,NA,NA,sometimes,"english (fluently), german (fluently)",single,NA,NA,NA,NA
29,fit,other,strictly,not at all,never,NA,NA,"white, other",70,40000,science / tech / engineering,doesn't have kids,FALSE,straight,agnosticism,laughing,male,taurus,it doesn't matter,no,"english (fluently), japanese (okay)",single,FALSE,FALSE,TRUE,TRUE
42,fit,anything,NA,rarely,never,masters program,graduated from,white,68,NA,other,doesn't want kids,FALSE,straight,NA,NA,female,pisces,it doesn't matter,no,english,single,FALSE,TRUE,TRUE,TRUE
48,athletic,anything,mostly,often,NA,masters program,graduated from,white,73,NA,executive / management,"has kids, but doesn't want more",TRUE,straight,NA,NA,male,libra,it doesn't matter,no,"english (fluently), spanish (fluently)",single,TRUE,FALSE,TRUE,NA
28,NA,NA,NA,rarely,never,college/university,working on,white,74,20000,other,NA,NA,straight,christianity,not too serious,male,cancer,it's fun to think about,no,"english (fluently), spanish (poorly), c++ (okay)",married,TRUE,TRUE,TRUE,TRUE
33,curvy,other,strictly,socially,never,two-year college,graduated from,hispanic / latin,63,NA,medicine / health,has kids,TRUE,straight,other,NA,female,sagittarius,it's fun to think about,no,"english (fluently), spanish (fluently)",single,NA,NA,NA,NA
27,average,other,NA,often,never,NA,NA,asian,67,60000,medicine / health,doesn't have kids,FALSE,gay,NA,NA,male,cancer,NA,yes,english,single,NA,NA,NA,NA
22,average,anything,mostly,socially,sometimes,college/university,NA,"asian, white",67,NA,other,NA,NA,straight,NA,NA,male,cancer,NA,yes,english,single,FALSE,FALSE,TRUE,TRUE
44,fit,NA,NA,socially,never,masters program,graduated from,white,68,NA,sales / marketing / biz dev,doesn't have kids,FALSE,straight,NA,NA,female,pisces,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,NA
27,a little extra,anything,strictly,not at all,never,college/university,graduated from,white,74,30000,sales / marketing / biz dev,NA,NA,straight,atheism,somewhat serious,male,taurus,it's fun to think about,no,"english (fluently), japanese (poorly), german (okay)",single,FALSE,FALSE,TRUE,TRUE
19,skinny,vegetarian,strictly,socially,sometimes,college/university,working on,white,72,NA,student,NA,NA,straight,buddhism,laughing,male,leo,it doesn't matter,sometimes,"english (fluently), german (poorly)",single,FALSE,FALSE,TRUE,TRUE
25,NA,anything,mostly,socially,never,college/university,graduated from,white,61,NA,NA,NA,NA,straight,NA,NA,female,NA,NA,no,"english (fluently), chinese (okay)",single,NA,NA,NA,NA
40,fit,NA,NA,socially,NA,college/university,graduated from,"indian, white",66,NA,science / tech / engineering,NA,NA,straight,other,laughing,male,NA,NA,NA,"english (fluently), french (poorly), lisp (okay), c++ (okay)",single,FALSE,FALSE,TRUE,TRUE
29,athletic,anything,mostly,socially,never,high school,graduated from,hispanic / latin,72,80000,construction / craftsmanship,NA,NA,straight,other,laughing,male,pisces,it's fun to think about,no,"english (fluently), spanish (fluently)",single,NA,NA,NA,NA
33,NA,NA,NA,socially,NA,masters program,graduated from,NA,62,NA,NA,NA,NA,straight,NA,NA,female,capricorn,it's fun to think about,no,"english, thai",single,TRUE,FALSE,TRUE,NA
44,thin,NA,NA,socially,never,college/university,graduated from,white,66,NA,executive / management,has kids,TRUE,straight,NA,NA,female,NA,NA,no,english,single,NA,NA,NA,NA
46,average,vegetarian,mostly,socially,never,college/university,graduated from,NA,68,NA,entertainment / media,NA,NA,straight,judaism,not too serious,female,NA,NA,no,"english (fluently), french (okay)",single,NA,NA,NA,NA
27,athletic,NA,NA,NA,NA,space camp,NA,"asian, pacific islander, white",72,NA,other,NA,NA,straight,NA,NA,male,libra,NA,NA,english,single,FALSE,TRUE,NA,TRUE
29,average,anything,NA,socially,never,college/university,graduated from,white,72,NA,sales / marketing / biz dev,"doesn't have kids, but wants them",FALSE,straight,NA,NA,male,taurus,it doesn't matter,no,english,single,FALSE,FALSE,TRUE,TRUE
28,athletic,NA,NA,socially,never,college/university,graduated from,white,71,NA,computer / hardware / software,NA,NA,straight,NA,NA,male,leo,it doesn't matter,no,english,single,NA,NA,NA,NA
38,average,NA,NA,NA,never,college/university,graduated from,white,71,NA,NA,has a kid,TRUE,straight,NA,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
26,NA,NA,NA,NA,never,NA,NA,asian,67,NA,NA,NA,NA,gay,agnosticism,NA,male,NA,NA,no,english,single,FALSE,FALSE,TRUE,NA
27,curvy,anything,mostly,socially,never,college/university,graduated from,other,64,NA,NA,NA,NA,straight,other,NA,female,sagittarius,NA,sometimes,english,single,FALSE,FALSE,TRUE,TRUE
26,average,NA,NA,socially,never,college/university,graduated from,asian,63,NA,banking / financial / real estate,NA,NA,straight,NA,NA,female,aries,NA,no,"english, chinese",single,NA,NA,NA,NA
27,skinny,NA,NA,socially,sometimes,high school,graduated from,white,71,20000,other,has a kid,TRUE,straight,other,laughing,male,gemini,it's fun to think about,no,english,single,TRUE,FALSE,TRUE,TRUE
52,athletic,vegetarian,mostly,socially,never,college/university,graduated from,white,70,70000,law / legal services,"has a kid, and might want more",TRUE,straight,christianity,NA,female,capricorn,NA,no,english,single,FALSE,TRUE,NA,TRUE
22,skinny,NA,NA,often,sometimes,dropped out of space camp,NA,NA,74,20000,NA,NA,NA,straight,agnosticism,laughing,male,sagittarius,it doesn't matter,yes,"english (fluently), spanish (poorly)",single,NA,NA,NA,NA
25,a little extra,anything,strictly,socially,never,college/university,graduated from,white,67,50000,science / tech / engineering,NA,NA,straight,judaism,not too serious,male,gemini,it doesn't matter,no,"english (fluently), russian (fluently)",single,FALSE,FALSE,TRUE,TRUE
42,average,vegetarian,strictly,socially,never,two-year college,graduated from,asian,70,60000,sales / marketing / biz dev,"doesn't have kids, but might want them",FALSE,straight,hinduism,somewhat serious,male,aquarius,it doesn't matter,yes,"english (fluently), hindi (fluently)",single,FALSE,FALSE,TRUE,TRUE
51,a little extra,anything,NA,rarely,never,high school,graduated from,white,65,20000,other,doesn't want kids,FALSE,gay,christianity,NA,male,gemini,it's fun to think about,yes,english,single,FALSE,FALSE,TRUE,TRUE
24,skinny,anything,strictly,socially,NA,college/university,graduated from,white,70,NA,NA,NA,NA,straight,NA,NA,male,libra,it doesn't matter,NA,english (fluently),single,FALSE,TRUE,TRUE,TRUE
24,fit,vegetarian,strictly,rarely,never,college/university,graduated from,indian,72,NA,science / tech / engineering,NA,NA,straight,agnosticism,not too serious,male,NA,NA,no,"english (fluently), hindi (poorly), french (poorly), tamil (okay), spanish (poorly)",single,FALSE,FALSE,TRUE,NA
29,average,NA,NA,socially,never,college/university,graduated from,white,74,NA,sales / marketing / biz dev,NA,NA,straight,agnosticism,not too serious,male,cancer,it doesn't matter,no,"english (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,FALSE
42,athletic,anything,NA,socially,never,ph.d program,graduated from,white,69,NA,medicine / health,NA,NA,straight,judaism,not too serious,male,taurus,it doesn't matter,no,english,single,FALSE,FALSE,TRUE,NA
21,fit,NA,NA,socially,never,high school,graduated from,"native american, white, other",75,20000,other,"doesn't have kids, but might want them",FALSE,straight,agnosticism,not too serious,male,leo,NA,yes,english (okay),single,TRUE,FALSE,TRUE,TRUE
23,average,anything,NA,socially,never,college/university,graduated from,white,72,NA,computer / hardware / software,NA,NA,straight,NA,NA,male,NA,NA,no,english,seeing someone,FALSE,FALSE,TRUE,TRUE
21,average,NA,NA,socially,never,NA,NA,white,74,NA,sales / marketing / biz dev,NA,NA,straight,NA,NA,male,NA,NA,NA,english,single,NA,NA,NA,NA
36,skinny,anything,mostly,NA,never,masters program,graduated from,asian,64,NA,computer / hardware / software,NA,NA,straight,atheism,somewhat serious,male,aquarius,it's fun to think about,no,english (fluently),single,FALSE,FALSE,TRUE,NA
24,average,anything,strictly,socially,never,college/university,working on,white,71,20000,student,doesn't have kids,FALSE,straight,atheism,laughing,male,virgo,it doesn't matter,no,"english (fluently), russian (poorly)",available,NA,NA,NA,NA
33,a little extra,vegetarian,mostly,socially,sometimes,college/university,working on,white,67,NA,computer / hardware / software,"has kids, and might want more",TRUE,straight,agnosticism,laughing,male,virgo,it doesn't matter,no,english,married,TRUE,TRUE,TRUE,TRUE
28,fit,anything,mostly,socially,never,college/university,graduated from,hispanic / latin,72,NA,science / tech / engineering,"doesn't have kids, but wants them",FALSE,straight,NA,NA,male,libra,it doesn't matter,no,english,single,FALSE,FALSE,TRUE,NA
52,average,NA,NA,NA,never,NA,NA,pacific islander,68,NA,NA,NA,NA,straight,NA,NA,male,NA,NA,NA,english,single,NA,NA,NA,NA
40,fit,anything,mostly,socially,NA,college/university,graduated from,white,71,NA,other,"doesn't have kids, and doesn't want any",FALSE,straight,NA,NA,male,leo,it doesn't matter,no,english (okay),single,FALSE,FALSE,TRUE,NA
33,NA,NA,NA,socially,never,masters program,graduated from,white,71,NA,NA,NA,NA,gay,NA,NA,male,aries,NA,no,english (fluently),single,FALSE,FALSE,TRUE,TRUE
26,fit,anything,strictly,often,sometimes,masters program,graduated from,white,72,NA,education / academia,NA,NA,gay,atheism,laughing,male,cancer,it doesn't matter,no,"english (fluently), french (poorly)",single,FALSE,FALSE,TRUE,TRUE
27,average,anything,strictly,socially,never,high school,graduated from,white,72,20000,banking / financial / real estate,"doesn't have kids, but might want them",FALSE,straight,christianity,not too serious,male,leo,it doesn't matter,no,english,single,FALSE,FALSE,TRUE,TRUE
44,athletic,NA,NA,socially,NA,NA,NA,white,75,NA,executive / management,NA,NA,gay,atheism,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
33,curvy,anything,mostly,socially,NA,NA,NA,white,65,NA,banking / financial / real estate,has a kid,TRUE,straight,other,NA,female,libra,it's fun to think about,no,"english (fluently), spanish (fluently)",single,NA,NA,NA,NA
29,average,NA,NA,NA,NA,masters program,graduated from,middle eastern,64,NA,science / tech / engineering,NA,NA,gay,NA,NA,female,cancer,NA,NA,"english (fluently), other (fluently), spanish (okay), farsi (poorly)",single,NA,NA,NA,NA
